state_fips,district,income,filing_status,child_dep,avg_income_ALL,taxes_paid_ded,pre-tcja-tax,current-law-tax
1,1,0-30,0,0,11776,1755,-252,-329
1,1,0-30,0,1,11776,1755,-4468,-4834
1,1,0-30,0,2,11776,1755,-5934,-6009
1,1,30-75,0,0,38746,3536,2618,2144
1,1,30-75,0,1,38746,3536,-62,-1089
1,1,30-75,0,2,38746,3536,-3004,-4516
1,1,75-150,0,0,79265,6102,7609,6624
1,1,75-150,0,1,79265,6102,5680,4216
1,1,75-150,0,2,79265,6102,3995,2216
1,1,150-500,0,0,159342,12237,21186,20269
1,1,150-500,0,1,159342,12237,19917,18083
1,1,150-500,0,2,159342,12237,18890,16083
1,1,500-inf,0,0,680980,68334,157756,140180
1,1,500-inf,0,1,680980,68334,157601,139914
1,1,500-inf,0,2,680980,68334,157601,139914
1,2,0-30,0,0,12605,1591,-137,-242
1,2,0-30,0,1,12605,1591,-4468,-4868
1,2,0-30,0,2,12605,1591,-6408,-6484
1,2,30-75,0,0,38894,3101,2613,2142
1,2,30-75,0,1,38894,3101,-27,-1053
1,2,30-75,0,2,38894,3101,-2957,-4472
1,2,75-150,0,0,78148,5292,7426,6416
1,2,75-150,0,1,78148,5292,5526,4060
1,2,75-150,0,2,78148,5292,3849,2060
1,2,150-500,0,0,153408,10744,19941,18848
1,2,150-500,0,1,153408,10744,18714,16683
1,2,150-500,0,2,153408,10744,17680,14683
1,2,500-inf,0,0,665415,76817,147848,129481
1,2,500-inf,0,1,665415,76817,147703,129216
1,2,500-inf,0,2,665415,76817,147703,129216
1,3,0-30,0,0,12574,2111,-143,-249
1,3,0-30,0,1,12574,2111,-4468,-4868
1,3,0-30,0,2,12574,2111,-6399,-6474
1,3,30-75,0,0,39905,3521,2676,2217
1,3,30-75,0,1,39905,3521,213,-807
1,3,30-75,0,2,39905,3521,-2664,-4179
1,3,75-150,0,0,79425,6444,7356,6553
1,3,75-150,0,1,79425,6444,5497,4234
1,3,75-150,0,2,79425,6444,3826,2234
1,3,150-500,0,0,156192,11832,19901,19129
1,3,150-500,0,1,156192,11832,18694,17000
1,3,150-500,0,2,156192,11832,17661,15000
1,3,500-inf,0,0,606150,70205,133114,114612
1,3,500-inf,0,1,606150,70205,132974,114355
1,3,500-inf,0,2,606150,70205,132974,114355
1,4,0-30,0,0,11981,1532,-258,-341
1,4,0-30,0,1,11981,1532,-4468,-4868
1,4,0-30,0,2,11981,1532,-6062,-6137
1,4,30-75,0,0,39171,3321,2437,2010
1,4,30-75,0,1,39171,3321,-150,-1138
1,4,30-75,0,2,39171,3321,-3070,-4571
1,4,75-150,0,0,80435,5921,7666,6603
1,4,75-150,0,1,80435,5921,5847,4338
1,4,75-150,0,2,80435,5921,4184,2338
1,4,150-500,0,0,155915,11570,20211,19286
1,4,150-500,0,1,155915,11570,18975,17129
1,4,150-500,0,2,155915,11570,17944,15129
1,4,500-inf,0,0,522281,57641,113931,95837
1,4,500-inf,0,1,522281,57641,113770,95536
1,4,500-inf,0,2,522281,57641,113770,95536
1,5,0-30,0,0,11773,1559,-254,-331
1,5,0-30,0,1,11773,1559,-4468,-4834
1,5,0-30,0,2,11773,1559,-5934,-6009
1,5,30-75,0,0,38253,3111,2530,2068
1,5,30-75,0,1,38253,3111,-221,-1237
1,5,30-75,0,2,38253,3111,-3187,-4692
1,5,75-150,0,0,81819,5598,8203,7074
1,5,75-150,0,1,81819,5598,6265,4634
1,5,75-150,0,2,81819,5598,4575,2634
1,5,150-500,0,0,163176,10358,23025,21488
1,5,150-500,0,1,163176,10358,21806,19337
1,5,150-500,0,2,163176,10358,20778,17337
1,5,500-inf,0,0,699687,43959,160909,142595
1,5,500-inf,0,1,699687,43959,160447,142354
1,5,500-inf,0,2,699687,43959,160447,142354
1,6,0-30,0,0,11697,2652,-282,-341
1,6,0-30,0,1,11697,2652,-4468,-4803
1,6,0-30,0,2,11697,2652,-5820,-5895
1,6,30-75,0,0,40415,3848,2867,2363
1,6,30-75,0,1,40415,3848,437,-621
1,6,30-75,0,2,40415,3848,-2423,-3961
1,6,75-150,0,0,83819,6656,8252,7270
1,6,75-150,0,1,83819,6656,6352,4840
1,6,75-150,0,2,83819,6656,4664,2840
1,6,150-500,0,0,178450,13708,25036,24122
1,6,150-500,0,1,178450,13708,23783,21994
1,6,150-500,0,2,178450,13708,22794,19994
1,6,500-inf,0,0,887742,57336,200175,183400
1,6,500-inf,0,1,887742,57336,199757,183272
1,6,500-inf,0,2,887742,57336,199757,183272
1,7,0-30,0,0,13585,1774,59,-58
1,7,0-30,0,1,13585,1774,-4468,-4868
1,7,0-30,0,2,13585,1774,-6978,-7053
1,7,30-75,0,0,39230,3592,2957,2422
1,7,30-75,0,1,39230,3592,414,-670
1,7,30-75,0,2,39230,3592,-2478,-4021
1,7,75-150,0,0,80000,5866,8007,7008
1,7,75-150,0,1,80000,5866,5992,4475
1,7,75-150,0,2,80000,5866,4288,2475
1,7,150-500,0,0,159153,11798,21406,20380
1,7,150-500,0,1,159153,11798,20046,18119
1,7,150-500,0,2,159153,11798,19022,16119
1,7,500-inf,0,0,2472047,112021,838381,794986
1,7,500-inf,0,1,2472047,112021,837259,794668
1,7,500-inf,0,2,2472047,112021,837259,794668
2,0,0-30,0,0,10876,2798,-382,-382
2,0,0-30,0,1,10876,2798,-4468,-4672
2,0,0-30,0,2,10876,2798,-5339,-5414
2,0,30-75,0,0,40372,3613,3098,2534
2,0,30-75,0,1,40372,3613,665,-443
2,0,30-75,0,2,40372,3613,-2189,-3752
2,0,75-150,0,0,81874,4684,8906,7540
2,0,75-150,0,1,81874,4684,6736,4834
2,0,75-150,0,2,81874,4684,5006,2834
2,0,150-500,0,0,164227,7127,24867,22590
2,0,150-500,0,1,164227,7127,23484,20280
2,0,150-500,0,2,164227,7127,22487,18280
2,0,500-inf,0,0,580780,27012,138434,117361
2,0,500-inf,0,1,580780,27012,137840,116916
2,0,500-inf,0,2,580780,27012,137840,116916
4,1,0-30,0,0,11910,41918,-253,-329
4,1,0-30,0,1,11910,41918,-4468,-4850
4,1,0-30,0,2,11910,41918,-5992,-6067
4,1,30-75,0,0,38265,4320,2473,2039
4,1,30-75,0,1,38265,4320,-306,-1299
4,1,30-75,0,2,38265,4320,-3283,-4765
4,1,75-150,0,0,73714,6958,6591,5842
4,1,75-150,0,1,73714,6958,4604,3403
4,1,75-150,0,2,73714,6958,2892,1403
4,1,150-500,0,0,148753,13800,17946,17781
4,1,150-500,0,1,148753,13800,16700,15589
4,1,150-500,0,2,148753,13800,15618,13589
4,1,500-inf,0,0,788157,78687,183172,165622
4,1,500-inf,0,1,788157,78687,182982,165302
4,1,500-inf,0,2,788157,78687,182982,165302
4,2,0-30,0,0,11956,2938,-250,-326
4,2,0-30,0,1,11956,2938,-4468,-4839
4,2,0-30,0,2,11956,2938,-5952,-6027
4,2,30-75,0,0,36345,4143,2347,1896
4,2,30-75,0,1,36345,4143,-804,-1805
4,2,30-75,0,2,36345,4143,-3879,-5325
4,2,75-150,0,0,72232,6835,6523,5727
4,2,75-150,0,1,72232,6835,4397,3130
4,2,75-150,0,2,72232,6835,2694,1130
4,2,150-500,0,0,156351,14295,19853,19627
4,2,150-500,0,1,156351,14295,18539,17373
4,2,150-500,0,2,156351,14295,17508,15373
4,2,500-inf,0,0,734089,69141,161166,143729
4,2,500-inf,0,1,734089,69141,160948,143330
4,2,500-inf,0,2,734089,69141,160948,143330
4,3,0-30,0,0,13361,3355,-49,-150
4,3,0-30,0,1,13361,3355,-4468,-4868
4,3,0-30,0,2,13361,3355,-6856,-6931
4,3,30-75,0,0,40474,4678,2753,2289
4,3,30-75,0,1,40474,4678,413,-613
4,3,30-75,0,2,40474,4678,-2426,-3949
4,3,75-150,0,0,80022,6980,7889,6831
4,3,75-150,0,1,80022,6980,5962,4416
4,3,75-150,0,2,80022,6980,4277,2416
4,3,150-500,0,0,153097,13429,20255,19571
4,3,150-500,0,1,153097,13429,18941,17325
4,3,150-500,0,2,153097,13429,17909,15325
4,3,500-inf,0,0,633033,157865,140364,125181
4,3,500-inf,0,1,633033,157865,140092,124696
4,3,500-inf,0,2,633033,157865,140092,124696
4,4,0-30,0,0,10839,4519,-405,-405
4,4,0-30,0,1,10839,4519,-4468,-4678
4,4,0-30,0,2,10839,4519,-5363,-5438
4,4,30-75,0,0,34084,3935,1848,1490
4,4,30-75,0,1,34084,3935,-1635,-2551
4,4,30-75,0,2,34084,3935,-4785,-6079
4,4,75-150,0,0,67183,6605,5429,4876
4,4,75-150,0,1,67183,6605,3472,2471
4,4,75-150,0,2,67183,6605,1850,471
4,4,150-500,0,0,138239,13940,15151,15414
4,4,150-500,0,1,138239,13940,13765,13199
4,4,150-500,0,2,138239,13940,12080,11199
4,4,500-inf,0,0,654253,79216,141707,124768
4,4,500-inf,0,1,654253,79216,141514,124401
4,4,500-inf,0,2,654253,79216,141514,124401
4,5,0-30,0,0,11537,2638,-300,-346
4,5,0-30,0,1,11537,2638,-4468,-4782
4,5,0-30,0,2,11537,2638,-5745,-5820
4,5,30-75,0,0,39760,3761,2785,2297
4,5,30-75,0,1,39760,3761,246,-800
4,5,30-75,0,2,39760,3761,-2651,-4173
4,5,75-150,0,0,85007,6162,8460,7467
4,5,75-150,0,1,85007,6162,6575,5033
4,5,75-150,0,2,85007,6162,4887,3033
4,5,150-500,0,0,180342,11998,26460,24949
4,5,150-500,0,1,180342,11998,25232,22815
4,5,150-500,0,2,180342,11998,24226,20815
4,5,500-inf,0,0,864459,83957,212654,201231
4,5,500-inf,0,1,864459,83957,212298,201132
4,5,500-inf,0,2,864459,83957,212298,201132
4,6,0-30,0,0,12030,2919,-253,-323
4,6,0-30,0,1,12030,2919,-4468,-4827
4,6,0-30,0,2,12030,2919,-5909,-5984
4,6,30-75,0,0,39614,4075,2966,2426
4,6,30-75,0,1,39614,4075,331,-751
4,6,30-75,0,2,39614,4075,-2585,-4118
4,6,75-150,0,0,78716,6927,7889,7004
4,6,75-150,0,1,78716,6927,5664,4191
4,6,75-150,0,2,78716,6927,3913,2191
4,6,150-500,0,0,183493,15416,26150,25376
4,6,150-500,0,1,183493,15416,24723,23146
4,6,150-500,0,2,183493,15416,23839,21146
4,6,500-inf,0,0,1016710,88719,250030,240613
4,6,500-inf,0,1,1016710,88719,249384,240437
4,6,500-inf,0,2,1016710,88719,249384,240437
4,7,0-30,0,0,14417,2244,126,21
4,7,0-30,0,1,14417,2244,-4468,-4868
4,7,0-30,0,2,14417,2244,-7434,-7509
4,7,30-75,0,0,41061,3790,3065,2515
4,7,30-75,0,1,41061,3790,784,-304
4,7,30-75,0,2,41061,3790,-1975,-3539
4,7,75-150,0,0,83721,6222,9261,7938
4,7,75-150,0,1,83721,6222,7125,5201
4,7,75-150,0,2,83721,6222,5389,3201
4,7,150-500,0,0,167026,12922,24950,23527
4,7,150-500,0,1,167026,12922,23325,21078
4,7,150-500,0,2,167026,12922,22316,19078
4,7,500-inf,0,0,788250,120938,189068,179447
4,7,500-inf,0,1,788250,120938,188592,178766
4,7,500-inf,0,2,788250,120938,188592,178766
4,8,0-30,0,0,11297,2504,-345,-369
4,8,0-30,0,1,11297,2504,-4468,-4742
4,8,0-30,0,2,11297,2504,-5596,-5671
4,8,30-75,0,0,36873,3731,2384,1945
4,8,30-75,0,1,36873,3731,-641,-1631
4,8,30-75,0,2,36873,3731,-3691,-5154
4,8,75-150,0,0,76344,6296,7057,6217
4,8,75-150,0,1,76344,6296,5092,3778
4,8,75-150,0,2,76344,6296,3396,1778
4,8,150-500,0,0,160536,12148,21738,20804
4,8,150-500,0,1,160536,12148,20475,18619
4,8,150-500,0,2,160536,12148,19446,16619
4,8,500-inf,0,0,726034,63247,166953,149756
4,8,500-inf,0,1,726034,63247,166719,149431
4,8,500-inf,0,2,726034,63247,166719,149431
4,9,0-30,0,0,13366,2742,8,-111
4,9,0-30,0,1,13366,2742,-4468,-4868
4,9,0-30,0,2,13366,2742,-6773,-6848
4,9,30-75,0,0,41215,3768,3359,2741
4,9,30-75,0,1,41215,3768,1063,-92
4,9,30-75,0,2,41215,3768,-1733,-3330
4,9,75-150,0,0,83313,6465,9211,7960
4,9,75-150,0,1,83313,6465,6991,5085
4,9,75-150,0,2,83313,6465,5234,3085
4,9,150-500,0,0,182953,13891,27554,26186
4,9,150-500,0,1,182953,13891,26082,23877
4,9,150-500,0,2,182953,13891,25191,21877
4,9,500-inf,0,0,940342,76951,228168,217400
4,9,500-inf,0,1,940342,76951,227361,217180
4,9,500-inf,0,2,940342,76951,227361,217180
5,1,0-30,0,0,11892,22978,-263,-339
5,1,0-30,0,1,11892,22978,-4468,-4853
5,1,0-30,0,2,11892,22978,-6003,-6078
5,1,30-75,0,0,38387,4015,2372,1945
5,1,30-75,0,1,38387,4015,-363,-1350
5,1,30-75,0,2,38387,4015,-3329,-4823
5,1,75-150,0,0,75898,7723,6889,5986
5,1,75-150,0,1,75898,7723,5024,3694
5,1,75-150,0,2,75898,7723,3353,1694
5,1,150-500,0,0,142078,16954,16114,16783
5,1,150-500,0,1,142078,16954,14902,14619
5,1,150-500,0,2,142078,16954,13446,12619
5,1,500-inf,0,0,561830,71857,126682,108373
5,1,500-inf,0,1,561830,71857,126530,108076
5,1,500-inf,0,2,561830,71857,126530,108076
5,2,0-30,0,0,12163,2512,-195,-304
5,2,0-30,0,1,12163,2512,-4468,-4868
5,2,0-30,0,2,12163,2512,-6145,-6220
5,2,30-75,0,0,39246,4245,2727,2233
5,2,30-75,0,1,39246,4245,124,-921
5,2,30-75,0,2,39246,4245,-2791,-4316
5,2,75-150,0,0,78952,7932,7472,6597
5,2,75-150,0,1,78952,7932,5539,4180
5,2,75-150,0,2,78952,7932,3853,2180
5,2,150-500,0,0,167970,17804,22271,22500
5,2,150-500,0,1,167970,17804,20989,20354
5,2,150-500,0,2,167970,17804,20008,18354
5,2,500-inf,0,0,841501,146064,198884,188707
5,2,500-inf,0,1,841501,146064,198747,188532
5,2,500-inf,0,2,841501,146064,198747,188532
5,3,0-30,0,0,12526,2459,-164,-269
5,3,0-30,0,1,12526,2459,-4468,-4868
5,3,0-30,0,2,12526,2459,-6326,-6401
5,3,30-75,0,0,40224,4392,2655,2190
5,3,30-75,0,1,40224,4392,196,-825
5,3,30-75,0,2,40224,4392,-2680,-4201
5,3,75-150,0,0,81970,8054,7935,6906
5,3,75-150,0,1,81970,8054,6045,4525
5,3,75-150,0,2,81970,8054,4364,2525
5,3,150-500,0,0,183894,18241,26434,26221
5,3,150-500,0,1,183894,18241,25194,24085
5,3,150-500,0,2,183894,18241,24246,22085
5,3,500-inf,0,0,2108696,375508,490420,505380
5,3,500-inf,0,1,2108696,375508,490277,505241
5,3,500-inf,0,2,2108696,375508,490277,505241
5,4,0-30,0,0,12125,2117,-236,-329
5,4,0-30,0,1,12125,2117,-4468,-4868
5,4,0-30,0,2,12125,2117,-6117,-6192
5,4,30-75,0,0,38332,4180,2361,1941
5,4,30-75,0,1,38332,4180,-400,-1380
5,4,30-75,0,2,38332,4180,-3374,-4858
5,4,75-150,0,0,76123,7477,6925,6010
5,4,75-150,0,1,76123,7477,5055,3709
5,4,75-150,0,2,76123,7477,3384,1709
5,4,150-500,0,0,146367,17285,16869,17496
5,4,150-500,0,1,146367,17285,15646,15339
5,4,150-500,0,2,146367,17285,14441,13339
5,4,500-inf,0,0,633917,102522,142141,125418
5,4,500-inf,0,1,633917,102522,141970,125093
5,4,500-inf,0,2,633917,102522,141970,125093
6,1,0-30,0,0,10871,14370,-398,-398
6,1,0-30,0,1,10871,14370,-4468,-4675
6,1,0-30,0,2,10871,14370,-5349,-5424
6,1,30-75,0,0,34465,5129,1939,1574
6,1,30-75,0,1,34465,5129,-1510,-2439
6,1,30-75,0,2,34465,5129,-4646,-5967
6,1,75-150,0,0,69598,9199,5700,5273
6,1,75-150,0,1,69598,9199,3663,2758
6,1,75-150,0,2,69598,9199,2041,758
6,1,150-500,0,0,142448,21252,14843,16726
6,1,150-500,0,1,142448,21252,13445,14569
6,1,150-500,0,2,142448,21252,11921,12569
6,1,500-inf,0,0,616755,134951,134440,120133
6,1,500-inf,0,1,616755,134951,134260,119763
6,1,500-inf,0,2,616755,134951,134260,119763
6,2,0-30,0,0,10597,6301,-428,-428
6,2,0-30,0,1,10597,6301,-4373,-4486
6,2,0-30,0,2,10597,6301,-5007,-5082
6,2,30-75,0,0,35625,6843,2164,1811
6,2,30-75,0,1,35625,6843,-1201,-2138
6,2,30-75,0,2,35625,6843,-4297,-5663
6,2,75-150,0,0,72527,11745,6250,5999
6,2,75-150,0,1,72527,11745,3846,3062
6,2,75-150,0,2,72527,11745,2159,1062
6,2,150-500,0,0,176823,28375,21409,23848
6,2,150-500,0,1,176823,28375,20190,21608
6,2,150-500,0,2,176823,28375,19324,19608
6,2,500-inf,0,0,1140191,190331,277610,274977
6,2,500-inf,0,1,1140191,190331,277599,274809
6,2,500-inf,0,2,1140191,190331,277599,274809
6,3,0-30,0,0,12382,3490,-170,-278
6,3,0-30,0,1,12382,3490,-4468,-4868
6,3,0-30,0,2,12382,3490,-6248,-6323
6,3,30-75,0,0,38976,6588,2591,2189
6,3,30-75,0,1,38976,6588,-10,-998
6,3,30-75,0,2,38976,6588,-2936,-4408
6,3,75-150,0,0,79926,9864,7582,6979
6,3,75-150,0,1,79926,9864,5567,4423
6,3,75-150,0,2,79926,9864,3860,2423
6,3,150-500,0,0,162203,21825,20163,21421
6,3,150-500,0,1,162203,21825,18887,19282
6,3,150-500,0,2,162203,21825,17917,17282
6,3,500-inf,0,0,581421,119620,131265,113846
6,3,500-inf,0,1,581421,119620,131086,113500
6,3,500-inf,0,2,581421,119620,131086,113500
6,4,0-30,0,0,10332,4270,-431,-431
6,4,0-30,0,1,10332,4270,-4380,-4496
6,4,0-30,0,2,10332,4270,-5018,-5093
6,4,30-75,0,0,34324,6095,1969,1644
6,4,30-75,0,1,34324,6095,-1484,-2395
6,4,30-75,0,2,34324,6095,-4612,-5924
6,4,75-150,0,0,73770,10426,6183,5950
6,4,75-150,0,1,73770,10426,4133,3422
6,4,75-150,0,2,73770,10426,2437,1422
6,4,150-500,0,0,171446,23032,21564,23022
6,4,150-500,0,1,171446,23032,20336,20900
6,4,150-500,0,2,171446,23032,19386,18900
6,4,500-inf,0,0,868889,147179,204677,195148
6,4,500-inf,0,1,868889,147179,204507,194975
6,4,500-inf,0,2,868889,147179,204507,194975
6,5,0-30,0,0,11987,4386,-238,-315
6,5,0-30,0,1,11987,4386,-4468,-4839
6,5,0-30,0,2,11987,4386,-5952,-6027
6,5,30-75,0,0,39096,6357,2795,2346
6,5,30-75,0,1,39096,6357,171,-867
6,5,30-75,0,2,39096,6357,-2758,-4254
6,5,75-150,0,0,78378,11366,7347,6997
6,5,75-150,0,1,78378,11366,5173,4250
6,5,75-150,0,2,78378,11366,3415,2250
6,5,150-500,0,0,167074,23978,20566,22178
6,5,150-500,0,1,167074,23978,19223,19980
6,5,150-500,0,2,167074,23978,18325,17980
6,5,500-inf,0,0,893772,181454,200641,190038
6,5,500-inf,0,1,893772,181454,200408,189601
6,5,500-inf,0,2,893772,181454,200408,189601
6,6,0-30,0,0,12393,3576,-150,-261
6,6,0-30,0,1,12393,3576,-4468,-4868
6,6,0-30,0,2,12393,3576,-6299,-6374
6,6,30-75,0,0,40306,5510,3074,2547
6,6,30-75,0,1,40306,5510,705,-386
6,6,30-75,0,2,40306,5510,-2135,-3684
6,6,75-150,0,0,79582,9720,8369,7502
6,6,75-150,0,1,79582,9720,6125,4629
6,6,75-150,0,2,79582,9720,4369,2629
6,6,150-500,0,0,160241,21348,20993,21822
6,6,150-500,0,1,160241,21348,19549,19565
6,6,150-500,0,2,160241,21348,18605,17565
6,6,500-inf,0,0,593206,613763,112854,108774
6,6,500-inf,0,1,593206,613763,112438,108242
6,6,500-inf,0,2,593206,613763,112438,108242
6,7,0-30,0,0,11371,3701,-316,-354
6,7,0-30,0,1,11371,3701,-4468,-4764
6,7,0-30,0,2,11371,3701,-5677,-5752
6,7,30-75,0,0,38656,5681,2730,2280
6,7,30-75,0,1,38656,5681,68,-962
6,7,30-75,0,2,38656,5681,-2872,-4366
6,7,75-150,0,0,79875,9796,7768,7143
6,7,75-150,0,1,79875,9796,5697,4499
6,7,75-150,0,2,79875,9796,3976,2499
6,7,150-500,0,0,167773,21313,21836,22799
6,7,150-500,0,1,167773,21313,20554,20667
6,7,150-500,0,2,167773,21313,19611,18667
6,7,500-inf,0,0,698080,138905,167595,156840
6,7,500-inf,0,1,698080,138905,167448,156580
6,7,500-inf,0,2,698080,138905,167448,156580
6,8,0-30,0,0,11221,4121,-334,-367
6,8,0-30,0,1,11221,4121,-4468,-4760
6,8,0-30,0,2,11221,4121,-5662,-5737
6,8,30-75,0,0,39187,7833,2392,2137
6,8,30-75,0,1,39187,7833,-112,-992
6,8,30-75,0,2,39187,7833,-3023,-4398
6,8,75-150,0,0,80456,9785,7490,6999
6,8,75-150,0,1,80456,9785,5549,4532
6,8,75-150,0,2,80456,9785,3855,2532
6,8,150-500,0,0,152260,20072,17871,19033
6,8,150-500,0,1,152260,20072,16642,16912
6,8,150-500,0,2,152260,20072,15605,14912
6,8,500-inf,0,0,544377,303875,107456,99716
6,8,500-inf,0,1,544377,303875,107435,99284
6,8,500-inf,0,2,544377,303875,107435,99284
6,9,0-30,0,0,12390,14180,-170,-272
6,9,0-30,0,1,12390,14180,-4468,-4868
6,9,0-30,0,2,12390,14180,-6279,-6354
6,9,30-75,0,0,39809,5983,2697,2288
6,9,30-75,0,1,39809,5983,252,-746
6,9,30-75,0,2,39809,5983,-2626,-4107
6,9,75-150,0,0,83407,10414,8053,7501
6,9,75-150,0,1,83407,10414,6094,4959
6,9,75-150,0,2,83407,10414,4388,2959
6,9,150-500,0,0,167181,21207,21470,22452
6,9,150-500,0,1,167181,21207,20196,20325
6,9,150-500,0,2,167181,21207,19245,18325
6,9,500-inf,0,0,597521,137948,139680,124550
6,9,500-inf,0,1,597521,137948,139516,124240
6,9,500-inf,0,2,597521,137948,139516,124240
6,10,0-30,0,0,12164,3818,-200,-306
6,10,0-30,0,1,12164,3818,-4468,-4868
6,10,0-30,0,2,12164,3818,-6154,-6229
6,10,30-75,0,0,40713,5526,2748,2323
6,10,30-75,0,1,40713,5526,430,-574
6,10,30-75,0,2,40713,5526,-2406,-3903
6,10,75-150,0,0,84283,9624,8191,7472
6,10,75-150,0,1,84283,9624,6283,5003
6,10,75-150,0,2,84283,9624,4589,3003
6,10,150-500,0,0,165292,20631,21012,21959
6,10,150-500,0,1,165292,20631,19740,19828
6,10,150-500,0,2,165292,20631,18773,17828
6,10,500-inf,0,0,632075,134430,139157,123412
6,10,500-inf,0,1,632075,134430,138974,123065
6,10,500-inf,0,2,632075,134430,138974,123065
6,11,0-30,0,0,11289,4658,-355,-369
6,11,0-30,0,1,11289,4658,-4468,-4718
6,11,0-30,0,2,11289,4658,-5509,-5584
6,11,30-75,0,0,39565,6756,2881,2416
6,11,30-75,0,1,39565,6756,287,-769
6,11,30-75,0,2,39565,6756,-2632,-4139
6,11,75-150,0,0,78767,11564,7804,7334
6,11,75-150,0,1,78767,11564,5478,4353
6,11,75-150,0,2,78767,11564,3681,2353
6,11,150-500,0,0,191216,27361,25515,27259
6,11,150-500,0,1,191216,27361,24381,25071
6,11,150-500,0,2,191216,27361,23477,23071
6,11,500-inf,0,0,1088025,164182,272415,269289
6,11,500-inf,0,1,1088025,164182,272036,269189
6,11,500-inf,0,2,1088025,164182,272036,269189
6,12,0-30,0,0,11908,4983,-278,-335
6,12,0-30,0,1,11908,4983,-4468,-4800
6,12,0-30,0,2,11908,4983,-5810,-5885
6,12,30-75,0,0,43708,7563,3838,3141
6,12,30-75,0,1,43708,7563,1622,382
6,12,30-75,0,2,43708,7563,-813,-2471
6,12,75-150,0,0,92174,11513,13470,11661
6,12,75-150,0,1,92174,11513,10804,7699
6,12,75-150,0,2,92174,11513,8881,5699
6,12,150-500,0,0,212673,27254,37126,36745
6,12,150-500,0,1,212673,27254,36458,34059
6,12,150-500,0,2,212673,27254,36420,32059
6,12,500-inf,0,0,1650191,257438,402511,409667
6,12,500-inf,0,1,1650191,257438,400983,409258
6,12,500-inf,0,2,1650191,257438,400983,409258
6,13,0-30,0,0,12133,38556,-219,-307
6,13,0-30,0,1,12133,38556,-4468,-4858
6,13,0-30,0,2,12133,38556,-6023,-6098
6,13,30-75,0,0,41442,7044,3384,2804
6,13,30-75,0,1,41442,7044,1125,-31
6,13,30-75,0,2,41442,7044,-1679,-3265
6,13,75-150,0,0,84112,11906,9943,8951
6,13,75-150,0,1,84112,11906,7473,5585
6,13,75-150,0,2,84112,11906,5641,3585
6,13,150-500,0,0,191570,26751,27496,28512
6,13,150-500,0,1,191570,26751,26294,26187
6,13,150-500,0,2,191570,26751,25484,24187
6,13,500-inf,0,0,977145,151496,234449,229601
6,13,500-inf,0,1,977145,151496,234307,229414
6,13,500-inf,0,2,977145,151496,234307,229414
6,14,0-30,0,0,11576,5073,-312,-349
6,14,0-30,0,1,11576,5073,-4468,-4762
6,14,0-30,0,2,11576,5073,-5670,-5745
6,14,30-75,0,0,41377,7260,3231,2707
6,14,30-75,0,1,41377,7260,963,-153
6,14,30-75,0,2,41377,7260,-1850,-3408
6,14,75-150,0,0,85152,11931,9628,8755
6,14,75-150,0,1,85152,11931,7311,5605
6,14,75-150,0,2,85152,11931,5512,3605
6,14,150-500,0,0,206502,27382,30887,31862
6,14,150-500,0,1,206502,27382,29831,29659
6,14,150-500,0,2,206502,27382,29479,27659
6,14,500-inf,0,0,1223471,186653,311985,316876
6,14,500-inf,0,1,1223471,186653,311407,316721
6,14,500-inf,0,2,1223471,186653,311407,316721
6,15,0-30,0,0,11818,5607,-253,-323
6,15,0-30,0,1,11818,5607,-4468,-4825
6,15,0-30,0,2,11818,5607,-5899,-5974
6,15,30-75,0,0,42117,6948,3262,2743
6,15,30-75,0,1,42117,6948,1060,-44
6,15,30-75,0,2,42117,6948,-1608,-3165
6,15,75-150,0,0,89168,11679,9624,8842
6,15,75-150,0,1,89168,11679,7570,6020
6,15,75-150,0,2,89168,11679,5821,4020
6,15,150-500,0,0,214703,25537,32674,33472
6,15,150-500,0,1,214703,25537,31625,31402
6,15,150-500,0,2,214703,25537,31370,29402
6,15,500-inf,0,0,847027,103719,228935,225500
6,15,500-inf,0,1,847027,103719,228584,225391
6,15,500-inf,0,2,847027,103719,228584,225391
6,16,0-30,0,0,13206,3076,-59,-161
6,16,0-30,0,1,13206,3076,-4468,-4868
6,16,0-30,0,2,13206,3076,-6767,-6842
6,16,30-75,0,0,39839,5138,2566,2155
6,16,30-75,0,1,39839,5138,121,-863
6,16,30-75,0,2,39839,5138,-2757,-4245
6,16,75-150,0,0,79889,8895,7506,6757
6,16,75-150,0,1,79889,8895,5562,4310
6,16,75-150,0,2,79889,8895,3872,2310
6,16,150-500,0,0,147581,20812,16517,17966
6,16,150-500,0,1,147581,20812,15260,15798
6,16,150-500,0,2,147581,20812,14011,13798
6,16,500-inf,0,0,778925,199813,162106,156875
6,16,500-inf,0,1,778925,199813,161900,156673
6,16,500-inf,0,2,778925,199813,161900,156673
6,17,0-30,0,0,11939,5072,-249,-325
6,17,0-30,0,1,11939,5072,-4468,-4828
6,17,0-30,0,2,11939,5072,-5912,-5987
6,17,30-75,0,0,43293,7334,3468,2875
6,17,30-75,0,1,43293,7334,1284,138
6,17,30-75,0,2,43293,7334,-1239,-2834
6,17,75-150,0,0,95482,11780,11776,10346
6,17,75-150,0,1,95482,11780,9670,7270
6,17,75-150,0,2,95482,11780,7902,5270
6,17,150-500,0,0,228852,25910,38398,38336
6,17,150-500,0,1,228852,25910,38158,36250
